word	nodeType	unit
little	ADJ	grimm
big	ADJ	grimm
other	ADJ	grimm
old	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
certain	ADJ	grimm
rich	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
wooden	ADJ	grimm
brown	ADJ	grimm
other	ADJ	grimm
big	ADJ	grimm
next	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
small	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
glad	ADJ	grimm
new	ADJ	grimm
broken	ADJ	grimm
bad	ADJ	grimm
alone	ADJ	grimm
tired	ADJ	grimm
different	ADJ	grimm
about	ADJ	grimm
tiled	ADJ	grimm
poor	ADJ	grimm
quick	ADJ	grimm
contented	ADJ	grimm
fifth	ADJ	grimm
curious	ADJ	grimm
first	ADJ	grimm
second	ADJ	grimm
tiled	ADJ	grimm
more	ADJ	grimm
fine	ADJ	grimm
last	ADJ	grimm
fine	ADJ	grimm
frightened	ADJ	grimm
fifth	ADJ	grimm
little	ADJ	grimm
fifth	ADJ	grimm
bad	ADJ	grimm
much	ADJ	grimm
fifth	ADJ	grimm
true	ADJ	grimm
black	ADJ	grimm
own	ADJ	grimm
next	ADJ	grimm
small	ADJ	grimm
beautiful	ADJ	grimm
small	ADJ	grimm
golden	ADJ	grimm
small	ADJ	grimm
great	ADJ	grimm
great	ADJ	grimm
more	ADJ	grimm
small	ADJ	grimm
innocent	ADJ	grimm
little	ADJ	grimm
full	ADJ	grimm
free	ADJ	grimm
free	ADJ	grimm
same	ADJ	grimm
very	ADJ	grimm
whole	ADJ	grimm
more	ADJ	grimm
needful	ADJ	grimm
willing	ADJ	grimm
willing	ADJ	grimm
little	ADJ	grimm
small	ADJ	grimm
contented	ADJ	grimm
pretty	ADJ	grimm
more	ADJ	grimm
small	ADJ	grimm
blue	ADJ	grimm
little	ADJ	grimm
whole	ADJ	grimm
entire	ADJ	grimm
dead	ADJ	grimm
small	ADJ	grimm
sole	ADJ	grimm
rich	ADJ	grimm
hungry	ADJ	grimm
nice	ADJ	grimm
good	ADJ	grimm
ready	ADJ	grimm
nice	ADJ	grimm
brown	ADJ	grimm
ready	ADJ	grimm
large	ADJ	grimm
last	ADJ	grimm
rascally	ADJ	grimm
good	ADJ	grimm
tired	ADJ	grimm
full	ADJ	grimm
empty	ADJ	grimm
last	ADJ	grimm
fine	ADJ	grimm
last	ADJ	grimm
lucky	ADJ	grimm
good	ADJ	grimm
great	ADJ	grimm
full	ADJ	grimm
pleased	ADJ	grimm
neat	ADJ	grimm
clean	ADJ	grimm
fair	ADJ	grimm
dry	ADJ	grimm
clean	ADJ	grimm
sharp	ADJ	grimm
good	ADJ	grimm
yellow	ADJ	grimm
earthenware	ADJ	grimm
dear	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
pretty	ADJ	grimm
yellow	ADJ	grimm
last	ADJ	grimm
fast	ADJ	grimm
much	ADJ	grimm
near	ADJ	grimm
narrow	ADJ	grimm
poor	ADJ	grimm
well	ADJ	grimm
other	ADJ	grimm
same	ADJ	grimm
young	ADJ	grimm
other	ADJ	grimm
dry	ADJ	grimm
poor	ADJ	grimm
other	ADJ	grimm
such	ADJ	grimm
silly	ADJ	grimm
sure	ADJ	grimm
dry	ADJ	grimm
safe	ADJ	grimm
fond	ADJ	grimm
fine	ADJ	grimm
back	ADJ	grimm
front	ADJ	grimm
safe	ADJ	grimm
clever	ADJ	grimm
much	ADJ	grimm
dark	ADJ	grimm
great	ADJ	grimm
tired	ADJ	grimm
very	ADJ	grimm
other	ADJ	grimm
tired	ADJ	grimm
heavy	ADJ	grimm
little	ADJ	grimm
heavy	ADJ	grimm
heavy	ADJ	grimm
heavy	ADJ	grimm
sure	ADJ	grimm
safe	ADJ	grimm
sound	ADJ	grimm
real	ADJ	grimm
ugly	ADJ	grimm
wicked	ADJ	grimm
own	ADJ	grimm
beautiful	ADJ	grimm
good	ADJ	grimm
other	ADJ	grimm
envious	ADJ	grimm
quiet	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
careful	ADJ	grimm
far	ADJ	grimm
poor	ADJ	grimm
far	ADJ	grimm
asleep	ADJ	grimm
other	ADJ	grimm
close	ADJ	grimm
old	ADJ	grimm
right	ADJ	grimm
own	ADJ	grimm
own	ADJ	grimm
magic	ADJ	grimm
magic	ADJ	grimm
dead	ADJ	grimm
old	ADJ	grimm
next	ADJ	grimm
sweeping	ADJ	grimm
first	ADJ	grimm
old	ADJ	grimm
second	ADJ	grimm
third	ADJ	grimm
own	ADJ	grimm
long	ADJ	grimm
many	ADJ	grimm
old	ADJ	grimm
magic	ADJ	grimm
endless	ADJ	grimm
old	ADJ	grimm
natural	ADJ	grimm
whole	ADJ	grimm
beautiful	ADJ	grimm
dear	ADJ	grimm
beautiful	ADJ	grimm
magical	ADJ	grimm
violent	ADJ	grimm
dead	ADJ	grimm
free	ADJ	grimm
red	ADJ	grimm
red	ADJ	grimm
beloved	ADJ	grimm
poor	ADJ	grimm
long	ADJ	grimm
sad	ADJ	grimm
strange	ADJ	grimm
good	ADJ	grimm
human	ADJ	grimm
pleased	ADJ	grimm
good	ADJ	grimm
afraid	ADJ	grimm
wise	ADJ	grimm
wise	ADJ	grimm
white	ADJ	grimm
next	ADJ	grimm
open	ADJ	grimm
white	ADJ	grimm
beautiful	ADJ	grimm
faithful	ADJ	grimm
old	ADJ	grimm
present	ADJ	grimm
faithful	ADJ	grimm
sad	ADJ	grimm
other	ADJ	grimm
true	ADJ	grimm
other	ADJ	grimm
faithful	ADJ	grimm
broad	ADJ	grimm
many	ADJ	grimm
fine	ADJ	grimm
black	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
red	ADJ	grimm
black	ADJ	grimm
ebony	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
rosy	ADJ	grimm
black	ADJ	grimm
beautiful	ADJ	grimm
vain	ADJ	grimm
handsome	ADJ	grimm
true	ADJ	grimm
fair	ADJ	grimm
fair	ADJ	grimm
beautiful	ADJ	grimm
old	ADJ	grimm
bright	ADJ	grimm
fair	ADJ	grimm
usual	ADJ	grimm
fair	ADJ	grimm
beauteous	ADJ	grimm
pale	ADJ	grimm
wide	ADJ	grimm
more	ADJ	grimm
pretty	ADJ	grimm
likely	ADJ	grimm
wild	ADJ	grimm
great	ADJ	grimm
poor	ADJ	grimm
great	ADJ	grimm
wild	ADJ	grimm
little	ADJ	grimm
neat	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
hungry	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
long	ADJ	grimm
short	ADJ	grimm
last	ADJ	grimm
seventh	ADJ	grimm
little	ADJ	grimm
right	ADJ	grimm
first	ADJ	grimm
third	ADJ	grimm
fourth	ADJ	grimm
fifth	ADJ	grimm
sixth	ADJ	grimm
seventh	ADJ	grimm
first	ADJ	grimm
seventh	ADJ	grimm
good	ADJ	grimm
lovely	ADJ	grimm
glad	ADJ	grimm
seventh	ADJ	grimm
other	ADJ	grimm
good	ADJ	grimm
dead	ADJ	grimm
handsome	ADJ	grimm
true	ADJ	grimm
fair	ADJ	grimm
fair	ADJ	grimm
lovely	ADJ	grimm
frightened	ADJ	grimm
sure	ADJ	grimm
beautiful	ADJ	grimm
old	ADJ	grimm
fine	ADJ	grimm
good	ADJ	grimm
good	ADJ	grimm
good	ADJ	grimm
fine	ADJ	grimm
old	ADJ	grimm
good	ADJ	grimm
old	ADJ	grimm
nice	ADJ	grimm
new	ADJ	grimm
old	ADJ	grimm
dead	ADJ	grimm
spiteful	ADJ	grimm
faithful	ADJ	grimm
dead	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
great	ADJ	grimm
fair	ADJ	grimm
lovely	ADJ	grimm
cold	ADJ	grimm
fine	ADJ	grimm
beautiful	ADJ	grimm
poisoned	ADJ	grimm
pretty	ADJ	grimm
powerful	ADJ	grimm
senseless	ADJ	grimm
good	ADJ	grimm
same	ADJ	grimm
ready	ADJ	grimm
rosy	ADJ	grimm
tempting	ADJ	grimm
sure	ADJ	grimm
old	ADJ	grimm
pretty	ADJ	grimm
silly	ADJ	grimm
other	ADJ	grimm
afraid	ADJ	grimm
other	ADJ	grimm
good	ADJ	grimm
other	ADJ	grimm
nice	ADJ	grimm
old	ADJ	grimm
dead	ADJ	grimm
fair	ADJ	grimm
wicked	ADJ	grimm
glad	ADJ	grimm
happy	ADJ	grimm
afraid	ADJ	grimm
dead	ADJ	grimm
vain	ADJ	grimm
little	ADJ	grimm
dead	ADJ	grimm
whole	ADJ	grimm
rosy	ADJ	grimm
alive	ADJ	grimm
cold	ADJ	grimm
golden	ADJ	grimm
last	ADJ	grimm
long	ADJ	grimm
long	ADJ	grimm
asleep	ADJ	grimm
white	ADJ	grimm
red	ADJ	grimm
black	ADJ	grimm
last	ADJ	grimm
golden	ADJ	grimm
last	ADJ	grimm
safe	ADJ	grimm
well	ADJ	grimm
ready	ADJ	grimm
great	ADJ	grimm
old	ADJ	grimm
fine	ADJ	grimm
rich	ADJ	grimm
true	ADJ	grimm
fair	ADJ	grimm
lovely	ADJ	grimm
great	ADJ	grimm
other	ADJ	grimm
dead	ADJ	grimm
long	ADJ	grimm
many	ADJ	grimm
many	ADJ	grimm
little	ADJ	grimm
kind	ADJ	grimm
joyful	ADJ	grimm
wild	ADJ	grimm
clear	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
old	ADJ	grimm
secret	ADJ	grimm
wild	ADJ	grimm
high	ADJ	grimm
white	ADJ	grimm
big	ADJ	grimm
beautiful	ADJ	grimm
pretty	ADJ	grimm
beautiful	ADJ	grimm
other	ADJ	grimm
old	ADJ	grimm
great	ADJ	grimm
asleep	ADJ	grimm
next	ADJ	grimm
innocent	ADJ	grimm
own	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
wicked	ADJ	grimm
old	ADJ	grimm
black	ADJ	grimm
gold	ADJ	grimm
old	ADJ	grimm
gold	ADJ	grimm
live	ADJ	grimm
short	ADJ	grimm
alive	ADJ	grimm
own	ADJ	grimm
long	ADJ	grimm
strange	ADJ	grimm
unknown	ADJ	grimm
willing	ADJ	grimm
other	ADJ	grimm
beautiful	ADJ	grimm
own	ADJ	grimm
high	ADJ	grimm
beloved	ADJ	grimm
alive	ADJ	grimm
dead	ADJ	grimm
satisfied	ADJ	grimm
dear	ADJ	grimm
wild	ADJ	grimm
alive	ADJ	grimm
free	ADJ	grimm
strange	ADJ	grimm
skilful	ADJ	grimm
much	ADJ	grimm
royal	ADJ	grimm
great	ADJ	grimm
open	ADJ	grimm
more	ADJ	grimm
able	ADJ	grimm
great	ADJ	grimm
entire	ADJ	grimm
next	ADJ	grimm
great	ADJ	grimm
clever	ADJ	grimm
poor	ADJ	grimm
dear	ADJ	grimm
principal	ADJ	grimm
alive	ADJ	grimm
alive	ADJ	grimm
dear	ADJ	grimm
wild	ADJ	grimm
gracious	ADJ	grimm
alive	ADJ	grimm
wild	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
golden	ADJ	grimm
live	ADJ	grimm
true	ADJ	grimm
white	ADJ	grimm
deep	ADJ	grimm
own	ADJ	grimm
gracious	ADJ	grimm
beautiful	ADJ	grimm
royal	ADJ	grimm
beautiful	ADJ	grimm
own	ADJ	grimm
beautiful	ADJ	grimm
royal	ADJ	grimm
gracious	ADJ	grimm
merciful	ADJ	grimm
free	ADJ	grimm
more	ADJ	grimm
white	ADJ	grimm
aged	ADJ	grimm
own	ADJ	grimm
beautiful	ADJ	grimm
alive	ADJ	grimm
clever	ADJ	grimm
clever	ADJ	grimm
married	ADJ	grimm
clever	ADJ	grimm
smart	ADJ	grimm
good	ADJ	grimm
smart	ADJ	grimm
clever	ADJ	grimm
long	ADJ	grimm
unexpected	ADJ	grimm
idle	ADJ	grimm
much	ADJ	grimm
clever	ADJ	grimm
big	ADJ	grimm
clever	ADJ	grimm
big	ADJ	grimm
clever	ADJ	grimm
thirsty	ADJ	grimm
clever	ADJ	grimm
big	ADJ	grimm
clever	ADJ	grimm
future	ADJ	grimm
big	ADJ	grimm
clever	ADJ	grimm
short	ADJ	grimm
great	ADJ	grimm
very	ADJ	grimm
clever	ADJ	grimm
long	ADJ	grimm
other	ADJ	grimm
dear	ADJ	grimm
other	ADJ	grimm
big	ADJ	grimm
more	ADJ	grimm
clever	ADJ	grimm
dear	ADJ	grimm
good	ADJ	grimm
satisfied	ADJ	grimm
asleep	ADJ	grimm
long	ADJ	grimm
clever	ADJ	grimm
industrious	ADJ	grimm
asleep	ADJ	grimm
little	ADJ	grimm
dark	ADJ	grimm
alarmed	ADJ	grimm
uncertain	ADJ	grimm
clever	ADJ	grimm
sure	ADJ	grimm
own	ADJ	grimm
faithful	ADJ	grimm
diligent	ADJ	grimm
long	ADJ	grimm
sad	ADJ	grimm
simple	ADJ	grimm
hearted	ADJ	grimm
poor	ADJ	grimm
great	ADJ	grimm
bad	ADJ	grimm
wide	ADJ	grimm
merry	ADJ	grimm
little	ADJ	grimm
merry	ADJ	grimm
hearted	ADJ	grimm
sound	ADJ	grimm
rich	ADJ	grimm
safe	ADJ	grimm
little	ADJ	grimm
full	ADJ	grimm
other	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
kind	ADJ	grimm
honest	ADJ	grimm
good	ADJ	grimm
many	ADJ	grimm
well	ADJ	grimm
honest	ADJ	grimm
merry	ADJ	grimm
old	ADJ	grimm
close	ADJ	grimm
topmost	ADJ	grimm
pretty	ADJ	grimm
great	ADJ	grimm
high	ADJ	grimm
high	ADJ	grimm
poor	ADJ	grimm
close	ADJ	grimm
other	ADJ	grimm
brisk	ADJ	grimm
high	ADJ	grimm
round	ADJ	grimm
poor	ADJ	grimm
much	ADJ	grimm
pleased	ADJ	grimm
naked	ADJ	grimm
piteous	ADJ	grimm
late	ADJ	grimm
last	ADJ	grimm
likely	ADJ	grimm
short	ADJ	grimm
last	ADJ	grimm
other	ADJ	grimm
last	ADJ	grimm
third	ADJ	grimm
first	ADJ	grimm
second	ADJ	grimm
first	ADJ	grimm
merry	ADJ	grimm
pleasant	ADJ	grimm
more	ADJ	grimm
rich	ADJ	grimm
sick	ADJ	grimm
only	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
kind	ADJ	grimm
beautiful	ADJ	grimm
white	ADJ	grimm
new	ADJ	grimm
own	ADJ	grimm
fair	ADJ	grimm
foul	ADJ	grimm
sorry	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
fine	ADJ	grimm
old	ADJ	grimm
grey	ADJ	grimm
hard	ADJ	grimm
tired	ADJ	grimm
dusty	ADJ	grimm
dirty	ADJ	grimm
fair	ADJ	grimm
fine	ADJ	grimm
first	ADJ	grimm
second	ADJ	grimm
own	ADJ	grimm
first	ADJ	grimm
dear	ADJ	grimm
first	ADJ	grimm
fine	ADJ	grimm
green	ADJ	grimm
hazel	ADJ	grimm
fine	ADJ	grimm
little	ADJ	grimm
last	ADJ	grimm
little	ADJ	grimm
back	ADJ	grimm
quick	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
least	ADJ	grimm
little	ADJ	grimm
quick	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
spangled	ADJ	grimm
strange	ADJ	grimm
fine	ADJ	grimm
beautiful	ADJ	grimm
rich	ADJ	grimm
safe	ADJ	grimm
late	ADJ	grimm
beautiful	ADJ	grimm
unknown	ADJ	grimm
open	ADJ	grimm
dirty	ADJ	grimm
dim	ADJ	grimm
little	ADJ	grimm
beautiful	ADJ	grimm
little	ADJ	grimm
grey	ADJ	grimm
next	ADJ	grimm
fine	ADJ	grimm
fine	ADJ	grimm
large	ADJ	grimm
full	ADJ	grimm
ripe	ADJ	grimm
unknown	ADJ	grimm
other	ADJ	grimm
beautiful	ADJ	grimm
little	ADJ	grimm
grey	ADJ	grimm
third	ADJ	grimm
kind	ADJ	grimm
fine	ADJ	grimm
former	ADJ	grimm
golden	ADJ	grimm
next	ADJ	grimm
golden	ADJ	grimm
beautiful	ADJ	grimm
golden	ADJ	grimm
eld	ADJ	grimm
great	ADJ	grimm
small	ADJ	grimm
silly	ADJ	grimm
great	ADJ	grimm
little	ADJ	grimm
small	ADJ	grimm
true	ADJ	grimm
false	ADJ	grimm
right	ADJ	grimm
other	ADJ	grimm
large	ADJ	grimm
little	ADJ	grimm
small	ADJ	grimm
true	ADJ	grimm
white	ADJ	grimm
red	ADJ	grimm
true	ADJ	grimm
other	ADJ	grimm
little	ADJ	grimm
dirty	ADJ	grimm
first	ADJ	grimm
sure	ADJ	grimm
dirty	ADJ	grimm
golden	ADJ	grimm
clumsy	ADJ	grimm
left	ADJ	grimm
golden	ADJ	grimm
right	ADJ	grimm
frightened	ADJ	grimm
pale	ADJ	grimm
true	ADJ	grimm
right	ADJ	grimm
long	ADJ	grimm
secret	ADJ	grimm
strange	ADJ	grimm
present	ADJ	grimm
trusty	ADJ	grimm
more	ADJ	grimm
alone	ADJ	grimm
long	ADJ	grimm
such	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
strange	ADJ	grimm
little	ADJ	grimm
very	ADJ	grimm
beautiful	ADJ	grimm
trusty	ADJ	grimm
angry	ADJ	grimm
guilty	ADJ	grimm
well	ADJ	grimm
smooth	ADJ	grimm
confidential	ADJ	grimm
good	ADJ	grimm
pitiful	ADJ	grimm
heavy	ADJ	grimm
fine	ADJ	grimm
wrong	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
dumb	ADJ	grimm
kind	ADJ	grimm
ant	ADJ	grimm
clumsy	ADJ	grimm
stupid	ADJ	grimm
heavy	ADJ	grimm
ant	ADJ	grimm
good	ADJ	grimm
old	ADJ	grimm
young	ADJ	grimm
idle	ADJ	grimm
good	ADJ	grimm
big	ADJ	grimm
poor	ADJ	grimm
young	ADJ	grimm
helpless	ADJ	grimm
good	ADJ	grimm
young	ADJ	grimm
good	ADJ	grimm
own	ADJ	grimm
long	ADJ	grimm
large	ADJ	grimm
great	ADJ	grimm
hard	ADJ	grimm
many	ADJ	grimm
vain	ADJ	grimm
great	ADJ	grimm
handsome	ADJ	grimm
alone	ADJ	grimm
very	ADJ	grimm
full	ADJ	grimm
proud	ADJ	grimm
equal	ADJ	grimm
own	ADJ	grimm
single	ADJ	grimm
possible	ADJ	grimm
first	ADJ	grimm
full	ADJ	grimm
single	ADJ	grimm
ant	ADJ	grimm
grateful	ADJ	grimm
great	ADJ	grimm
amazed	ADJ	grimm
young	ADJ	grimm
proud	ADJ	grimm
golden	ADJ	grimm
same	ADJ	grimm
young	ADJ	grimm
big	ADJ	grimm
full	ADJ	grimm
beautiful	ADJ	grimm
more	ADJ	grimm
full	ADJ	grimm
undisturbed	ADJ	grimm
great	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
little	ADJ	grimm
dear	ADJ	grimm
rough	ADJ	grimm
black	ADJ	grimm
dear	ADJ	grimm
good	ADJ	grimm
old	ADJ	grimm
easy	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
rough	ADJ	grimm
soft	ADJ	grimm
pleasant	ADJ	grimm
rough	ADJ	grimm
great	ADJ	grimm
soft	ADJ	grimm
dear	ADJ	grimm
black	ADJ	grimm
black	ADJ	grimm
white	ADJ	grimm
afraid	ADJ	grimm
white	ADJ	grimm
third	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
true	ADJ	grimm
second	ADJ	grimm
third	ADJ	grimm
fourth	ADJ	grimm
fifth	ADJ	grimm
sixth	ADJ	grimm
seventh	ADJ	grimm
great	ADJ	grimm
other	ADJ	grimm
young	ADJ	grimm
only	ADJ	grimm
green	ADJ	grimm
old	ADJ	grimm
open	ADJ	grimm
last	ADJ	grimm
young	ADJ	grimm
soft	ADJ	grimm
dear	ADJ	grimm
poor	ADJ	grimm
young	ADJ	grimm
gorged	ADJ	grimm
possible	ADJ	grimm
poor	ADJ	grimm
alive	ADJ	grimm
little	ADJ	grimm
alive	ADJ	grimm
dear	ADJ	grimm
big	ADJ	grimm
wicked	ADJ	grimm
asleep	ADJ	grimm
many	ADJ	grimm
great	ADJ	grimm
aware	ADJ	grimm
thirsty	ADJ	grimm
other	ADJ	grimm
poor	ADJ	grimm
big	ADJ	grimm
heavy	ADJ	grimm
dead	ADJ	grimm
dead	ADJ	grimm
round	ADJ	grimm
wasteful	ADJ	grimm
foolish	ADJ	grimm
little	ADJ	grimm
insignificant	ADJ	grimm
young	ADJ	grimm
simple	ADJ	grimm
wise	ADJ	grimm
unable	ADJ	grimm
last	ADJ	grimm
ant	ADJ	grimm
eld	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
poor	ADJ	grimm
many	ADJ	grimm
many	ADJ	grimm
poor	ADJ	grimm
beesâ€™-n	ADJ	grimm
hollow	ADJ	grimm
much	ADJ	grimm
pretty	ADJ	grimm
fine	ADJ	grimm
middle	ADJ	grimm
next	ADJ	grimm
little	ADJ	grimm
grey	ADJ	grimm
old	ADJ	grimm
third	ADJ	grimm
beautiful	ADJ	grimm
good	ADJ	grimm
drunk	ADJ	grimm
next	ADJ	grimm
eld	ADJ	grimm
first	ADJ	grimm
eld	ADJ	grimm
whole	ADJ	grimm
first	ADJ	grimm
next	ADJ	grimm
second	ADJ	grimm
first	ADJ	grimm
second	ADJ	grimm
last	ADJ	grimm
little	ADJ	grimm
hard	ADJ	grimm
tiresome!--so	ADJ	grimm
second	ADJ	grimm
third	ADJ	grimm
hard	ADJ	grimm
young	ADJ	grimm
good	ADJ	grimm
beautiful	ADJ	grimm
next	ADJ	grimm
sweet	ADJ	grimm
young	ADJ	grimm
little	ADJ	grimm
young	ADJ	grimm
proper	ADJ	grimm
young	ADJ	grimm
good	ADJ	grimm
other	ADJ	grimm
honest	ADJ	grimm
enough	ADJ	grimm
last	ADJ	grimm
enough	ADJ	grimm
ready	ADJ	grimm
next	ADJ	grimm
clear	ADJ	grimm
asleep	ADJ	grimm
great	ADJ	grimm
good	ADJ	grimm
odd	ADJ	grimm
false	ADJ	grimm
whole	ADJ	grimm
neat	ADJ	grimm
true	ADJ	grimm
same	ADJ	grimm
high	ADJ	grimm
usual	ADJ	grimm
poor	ADJ	grimm
enough	ADJ	grimm
more	ADJ	grimm
next	ADJ	grimm
ready	ADJ	grimm
more	ADJ	grimm
ready	ADJ	grimm
good	ADJ	grimm
light	ADJ	grimm
little	ADJ	grimm
naked	ADJ	grimm
little	ADJ	grimm
ready	ADJ	grimm
quick	ADJ	grimm
next	ADJ	grimm
little	ADJ	grimm
rich	ADJ	grimm
thankful	ADJ	grimm
good	ADJ	grimm
sorry	ADJ	grimm
decent	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
ready	ADJ	grimm
little	ADJ	grimm
usual	ADJ	grimm
delighted	ADJ	grimm
capered	ADJ	grimm
merry	ADJ	grimm
good	ADJ	grimm
rich	ADJ	grimm
good	ADJ	grimm
beautiful	ADJ	grimm
other	ADJ	grimm
much	ADJ	grimm
childless	ADJ	grimm
red	ADJ	grimm
white	ADJ	grimm
light	ADJ	grimm
glad	ADJ	grimm
green	ADJ	grimm
green	ADJ	grimm
full	ADJ	grimm
sweet	ADJ	grimm
round	ADJ	grimm
firm	ADJ	grimm
glad	ADJ	grimm
ripe	ADJ	grimm
sad	ADJ	grimm
ill	ADJ	grimm
little	ADJ	grimm
comforted	ADJ	grimm
happy	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
red	ADJ	grimm
great	ADJ	grimm
less	ADJ	grimm
able	ADJ	grimm
usual	ADJ	grimm
little	ADJ	grimm
first	ADJ	grimm
red	ADJ	grimm
white	ADJ	grimm
own	ADJ	grimm
evil	ADJ	grimm
more	ADJ	grimm
more	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
beautiful	ADJ	grimm
heavy	ADJ	grimm
large	ADJ	grimm
little	ADJ	grimm
angry	ADJ	grimm
evil	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
evil	ADJ	grimm
wicked	ADJ	grimm
dreadful	ADJ	grimm
evil	ADJ	grimm
little	ADJ	grimm
overwhelmed	ADJ	grimm
white	ADJ	grimm
top	ADJ	grimm
little	ADJ	grimm
pale	ADJ	grimm
little	ADJ	grimm
terrified	ADJ	grimm
little	ADJ	grimm
large	ADJ	grimm
black	ADJ	grimm
great	ADJ	grimm
unhappy	ADJ	grimm
right	ADJ	grimm
more	ADJ	grimm
good	ADJ	grimm
bottom	ADJ	grimm
green	ADJ	grimm
first	ADJ	grimm
beautiful	ADJ	grimm
lighthearted	ADJ	grimm
happy	ADJ	grimm
alive	ADJ	grimm
little	ADJ	grimm
beautiful	ADJ	grimm
beautiful	ADJ	grimm
other	ADJ	grimm
right	ADJ	grimm
little	ADJ	grimm
beautiful	ADJ	grimm
little	ADJ	grimm
beautiful	ADJ	grimm
splendid	ADJ	grimm
red	ADJ	grimm
green	ADJ	grimm
burnished	ADJ	grimm
bright	ADJ	grimm
upper	ADJ	grimm
red	ADJ	grimm
red	ADJ	grimm
left	ADJ	grimm
little	ADJ	grimm
